Timestamp,LeftEAR,RightEAR,VerticalDiff,Label
1738475191.8779492,0.22983323327664582,0.22573305919324013,0.32870548963546753,
1738475191.8995526,0.24966445197822237,0.2594295823850657,0.33869504928588867,
1738475191.9114254,0.26448857302332296,0.24365016786137067,0.33964449167251587,
1738475191.9227374,0.2793721183078313,0.29642512979934904,0.3400944471359253,
1738475191.93376,0.29349937647516017,0.28552116430154734,0.3394012451171875,
1738475191.9635298,0.30507947320620216,0.28552116430154734,0.3393690586090088,
1738475191.999932,0.26559737134065037,0.2558926339116968,0.3437979817390442,
1738475192.031587,0.2732453444846757,0.2968514554427505,0.3415278196334839,
1738475192.06364,0.28660098182241783,0.2640994150624331,0.3397948741912842,
1738475192.095712,0.2789641763258353,0.27059131356518223,0.33527660369873047,
1738475192.132049,0.26497289759211295,0.2769296235477174,0.3365556001663208,
1738475192.1640415,0.25987703199692824,0.2573160678875267,0.3352307677268982,
1738475192.1957808,0.28535462920702903,0.2558926339116968,0.33700108528137207,
1738475192.2280824,0.28660098182241783,0.2573160678875267,0.33566445112228394,
1738475192.2640688,0.2520312390213451,0.25793447709229594,0.33601903915405273,
1738475192.295598,0.28660098182241783,0.24253562503633297,0.33484911918640137,
1738475192.3280249,0.28590652724763976,0.2707991193433984,0.33419615030288696,
1738475192.359993,0.2773148083534507,0.26254149929286164,0.33605217933654785,
1738475192.3920183,0.2721852227592317,0.2861526101126969,0.33561044931411743,
1738475192.4280212,0.2849427172855874,0.25,0.3350345492362976,
1738475192.4599519,0.2712676682292801,0.2773500981126146,0.3329688310623169,
1738475192.4919326,0.264566921785837,0.2730233794502458,0.33345937728881836,
1738475192.5239315,0.28955544869082206,0.26659746133505846,0.3336063027381897,
1738475192.5600042,0.25,0.25886349545339626,0.33099883794784546,
1738475192.5915945,0.25,0.24519902227209853,0.3315848112106323,
1738475192.6235957,0.25,0.24583343218697123,0.3316866159439087,
1738475192.6554008,0.2590083601734838,0.23147462361368462,0.3279075026512146,
1738475192.6919703,0.2584985324313973,0.26814670400222457,0.3315407633781433,
1738475192.7519193,0.24365016786137067,0.23820419483929575,0.3408728837966919,
1738475192.8159983,0.22350997723643368,0.2160639234599614,0.35433870553970337,
1738475192.8759773,0.20214307809212634,0.20106730671880346,0.35709238052368164,
1738475192.9399564,0.21784934749916923,0.20106730671880346,0.3592134714126587,
1738475193.003973,0.2504433937861493,0.23233880710334448,0.3622499108314514,
1738475193.0637562,0.2504433937861493,0.253859103528797,0.35942524671554565,
1738475193.1278863,0.2340073555371589,0.22472711369922593,0.35865259170532227,
1738475193.1881235,0.2504433937861493,0.22472711369922593,0.3596218526363373,
1738475193.2518942,0.21795857001338648,0.2194300840260851,0.3579533100128174,
1738475193.3158796,0.2468477607457046,0.20603671371968182,0.3586161136627197,
1738475193.3758934,0.2593431765995222,0.2306751160708756,0.360232949256897,
1738475193.4399116,0.28051419455312093,0.23481643380366318,0.3612715005874634,
1738475193.4993906,0.2938879245033865,0.24736084980403325,0.3601301908493042,
1738475193.5633922,0.2765511446066676,0.24439666917332267,0.3597068786621094,
1738475193.631429,0.2508891551482873,0.24248039808049515,0.35821765661239624,
1738475193.6955142,0.2765511446066676,0.21246917450209715,0.359009325504303,
1738475193.7631474,0.2523772325625344,0.2184607592025749,0.35792386531829834,
